Code,Consignee Name,Customs Importer Classification,Primary Address,Delivery Address,primary_address,Primary Contact,Default UNLOCO
CLECITMNL,"CLEAN CITY COMMERCIAL, INC.",,,,,,PHMNN
COMPJMMNL,"COMPANIA J.M., INC",,,,,,PHMNS
CONHEACEB1,CONFLUENCE HEALTH AND WELLNESS PRODUCTS,,,,,,PHMNS
CONSALMNL,"CONTINENTAL SALES, INC.",,,,,,PHMNN
CORDIVCEB,CORNERSTONE DIVERSIFIED GOODS TRADING INC,,,,,,PHMNN
CORINTMNL,CORNERSTONE INTERNATIONAL PHILIPPINES,,,,,,PHSFS
COTSUGMNL,COTABATO SUGAR CENTRAL COMPANY INC.,,,,,,PHMNL
CURPHIMNL,"CURE PHILIPPINES, INC.",,,,,,PHMNN
CYPACIQZT,CY PACIFIC CONSOLIDATED INC,,,,,,PHMNN
DAVBAYDVO,"DAVAO BAY COCONUT OIL MILLS, INC.",,,,,,PHMNN
DAVMIKMNL,DAVID MIKEL ABOITIZ,,,,,,PHMNN
DEPOFTMNL2,DEPARTMENT OF TRANSPORTATION,,,,,,PHCEB
DOWHOSMNL,"TAN, KIAN GO",,,,,,PHMNL
DYNHEAMNL,DYNAMED HEALTHCARE INCORPORATED,,,,,,PHMNS
EEIMNL,EEI CORPORATION,,,,,,PHMNL
ELIINDMNL,"ELIXIR INDUSTRIAL EQUIPMENT, INC.",,,,,,PHMNN
ENDMEDMNL,"ENDURE MEDICAL, INC.",,,,,,PHMNN
ENTIREMNL,"EN-TIRE CAR CARE CENTRE, INC.",,,,,,PHMNS
ENVVENMNL,"ENVIRONMENTAL VENTURES MARKETING, INC",,,,,,PHMNL
EPIPHIMNL,"EPIROC PHILIPPINES, INC.",,,,,,PHMNN
EQULINTMNL,EQUILIBRIUM INTERTRADE CORPORATION,,,,,,PHMNN
ESSMANMNL,"ESSILOR MANUFACTURING PHILIPPINES, INC.",,,,,,PHMNN
EUNICEMNL,EUNICE INC.,,,,,,PHMNL
EURPACMNL,EURO PACIFIC LINK INTERNATIONAL CORP,,,,,,PHMNS
EXTINGMNL,EXTINGUISHED INC.,,,,,,PHMNN
FAIKNIMNL,"FAIRLAND KNITCRAFT CO., INC.",,,,,,PHMNN
FANINDCEB,FANBO INDUSTRIAL CO (PHIL),,,,,,PHMNN
FEDDISMNL,FEDERATED DISTRIBUTORS INC.,,,,,,PHSFS
FEPPRIMNL,FEP PRINTING CORPORATION,,,,,,PHCEB
FEWMARMNL,FEWILL MARKETING CORP.,,,,,,PHMNN
FILCONCGY,FIL-CONVEYOR COMPONENTS,,,,,,PHMNL
FILVENMNL,FILCON VENTURES INC.,,,,,,PHMNN
FIRAVPMNL,FIRST-AVPR VENTURE INC,,,,,,PHMNS
FLAINTMNL,FLAVORCREST INTERNATIONAL CORPORATION,,,,,,PHMNN
FLYACEMNL,FLY ACE CORPORATION,,,,,,PHMNN
FREINTMNL,"FREYSSINET INTERNATIONAL MANILA, INC.",,,,,,PHMNL
FUTTRAIMNL,"FUTURE TRADE INTERNATIONAL, INC",,,,,,PHMNN
GANKALMNL,"GANDANG KALIKASAN , INC.",,,,,,PHMNN
GARBAKMNL,GARDENIA BAKERIES (PHILIPPINES) INC.,,,,,,PHMNN
GARBARMNL,GARDEN BARN INC.,,,,,,PHMNS
GCHEMTMNL,G CHEMTRADING CORP.,,,,,,PHMNN
GENDISMNL,"GENSON DISTRIBUTION, INC.",,,,,,PHMNL
GENHEATMNL,GENERAL HEAT CORPORATION,,,,,,PHMNS
GEOTRACEB,GEO TRANSPORT & CONSTRUCTION INC,,,,,,PHMNN
GINSANMNL,GINEBRA SAN MIGUEL INC.,,,,,,PHMNN
GLOINTMNL,GLOBE INTERNATIONAL DISTRIBUTOR CENTER INC.,,,,,,PHMNL
GOLDSOMNL,GOLDSON COMPANY INCORPORATED,,,,,,PHMNN
GULTRAMNL,GULLHAV TRADING INC.,,,,,,PHMNN
H3TECHMNL,"H3 TECHNOLOGY PHILS., INC.",,,,,,PHDVO
HEXREFMNL,HEXAFROST REFRIGERATION PHILS. INC.,,,,,,PHMNN
HIDINTMNL,HIDEMI INTERNATIONAL CORP,,,,,,PHCEB
HOTENTMNL,HOTEL ENTERPRISES OF THE PHILIPPINES INC.,,,,,,PHMNN
IFACEMNL,IFACE INC.,,,,,,PHMNN
INDINTMNL,INDOFINE INTERNATIONAL,,,,,,PHMNN
INFCOMMNL,INFINITI COMMERCIAL LOGISTICS INC.,,,,,,PHMNN
INNKNOCEB,"INNODATA KNOWLEDGE SERVICES, INC.",,,,,,PHMNL
INTCARMNL1,INTERNATIONAL CARE MINISTRIES FOUNDATION INC.,,,,,,PHMNN
JAVTHEMNL,JAV THERMAL SOLUTIONS INC,,,,,,PHCEB
JCMINTCEB,JCM INTERNATIONAL MARKETING CORP.,,,,,,PHCEB
JELMERMNL1,"GAMBA, JELYN MERCED",,,,,,PHMNN
JOSTRAMNL,JOSEFINO TRADING,,,,,,PHCEB
JTTRANLGU,"J T TRANSPORT SERVICES, OPC",,,,,,PHCEB
JVOFAICEB,JV OF AIMM BUILDER AND CONSTRUCTION SUPPLY AND REDVIPER,,,,,,PHMNN
KENMOCMNL,KENNETH AND MOCK DESIGNS INC,,,,,,PHMNN
KERMANMNL,"KERRY MANUFACTURING (PHILIPPINES), INC.",,,,,,PHMNN
KITBEAMNL,KITCHEN BEAUTY MARKETING CORPORATION,,,,,,PHMNL
KONBEAMNL,KONVY BEAUTY AND THE BEST DEAL,,,,,,PHMNN
KUYENTMNL,"KUYSEN ENTERPRISES, INC.",,,,,,PHMNN
LIGRAIMMNL,LIGHT RAIL MANILA CORPORATION (LRMC),,,,,,PHCEB
LIWMARCVE,LIWAYWAY MARKETING CORPORATION,,,,,,PHMNN
LUZRATCEB2,LUZON RATTAN INDUSTRIES CUSTOMS BONDED WAREHOUSE CORP,,,,,,PHMNN
MACPHIMNL,"MACCAFERRI PHILIPPINES, INC",,,,,,PHMNN
MACWRAMNL,MACEN WRAPPING AND PACKAGING CORP.,,,,,,PHMNN
MALTRAMNL,MALDIVE TRADING CORPORATION,,,,,,PHMNS
MARUNLMNL,"MARSTECH UNLIMITED SOLUTIONS & TECHNOLOGY, INC.",,,,,,PHMNS
MAUDRYCEB,MAU DRY GOODS TRADING,,,,,,PHMNS
MAYCLEMNL,MAYDEN CLEANING SOLUTIONS INC.,,,,,,PHDVO
MCAFOOMNL,MCASIA FOODTRADE CORPORATION,,,,,,PHMNN
MCCCITMNL,MCC-CITICORE CONSTRUCTION INC.,,,,,,PHMNN
MEDGRALJU,MEDNARODNI GRAFIČNI LIKOVNI CENTER,,,,,,PHDVO
MELOFPMNL,"MELALEUCA OF THE PHILIPPINES, INC.",,,,,,PHMNN
MERPRIMNL,MERITUS PRIME DISTRIBUTIONS INC.,,,,,,PHMNN
MGEXEOMNL,"MG EXEO NETWORK, INC.",,,,,,PHMNS
MTMARILEY,MT MARIANO LOGISTICS SERVICES,,,,,,PHMNN
MYACONCEB,MYA CONSUMER GOODS TRADING,,,,,,PHMNN
NAPGAPMNL,NAPA GAPA BEVERAGES CORPORATION,,,,,,PHMNN
NATDISMNL,NATIONWIDE DISTRIBUTORS INC,,,,,,PHMNN
NATGENMNL,NATIVE GENERAL MERCHANDISING CORP.,,,,,,PHDVO
NEWCOAMNL,NEW COAST LEISURE INC.,,,,,,PHMNL
NEWFAIMNL,NEW FAITH FAMILY CHILDREN'S HOME,,,,,,PHCEB
NICERAMNL,NICERA PHILIPPINES INC.,,,,,,PHMNL
NIKEMNL,"NIKE PHILIPPINES, INC.",,,,,,PHMNL
NIRCERMNL,"NIRO CERAMIC (PHILIPPINES), INC.",,,,,,PHMNN
NOBILEMNL,"NOBILE, INC.",,,,,,PHMNN
NTPINTMNL,"NTPI INTERNATIONAL, INC.",,,,,,PHMNN
NXLOGIMNL1,"NX LOGISTICS PHILIPPINES, INC",,,,,,PHMNL
NXSPHIMNL,NXS PHILIPPINES INC,,,,,,PHMNN
OBFHEAMNL,OBF HEALTHCARE PLUS INC.,,,,,,PHMNL
OCEPHIMNL,"OCEANAGOLD (PHILIPPINES), INC",,,,,,PHMNN
OFFISYMNL,"OFFISYNERGY, INC.",,,,,,PHMNN
ONCOLIMNL,ONCOLIFE CORPORATION,,,,,,PHMNN
PARHUBMNL,THE PARENTING HUB INC.,,,,,,PHMNL
PERRICMNL,"PERNOD RICARD PHILIPPINES, INC.",,,,,,PHMNL
PHIALLMNL,PHILIPPINE ALLIED ENTERPRISE CORP.,,,,,,PHMNS
PHIBATMNL,PHILIPPINE BATTERIES INC.,,,,,,PHMNN
PHIBELMNL,PHILIPPINE BELT MANUFACTURING CORPORATION,,,,,,PHMNN
PHIEURMNL,PHIL-EURO HOME GALLERY INC.,,,,,,PHMNL
PHIFOOMNL,PHILIPPINE FOOD SERVICE EQUIPMENT & SUPPLIES CORP.,,,,,,PHMNN
PHIINSULMNL,"PHILIPPINE INSULATION CO., INC.",,,,,,PHMNN
PHIPHAWMNL,PHIL PHARMA WEALTH INC.,,,,,,PHMNN
PHIWINMNL1,PHILIPPINE WINE MERCHANTS,,,,,,PHMNN
PIOADHMNL,"PIONEER ADHESIVES, INC.",,,,,,PHMNN
PLMCHEMNL,PLM CHEMICAL CORPORATION,,,,,,PHMNN
POLPROMNL,"POLYMER PRODUCTS (PHIL.), INC.",,,,,,PHMNN
PREWINMNL,PREMIER WINE & SPIRITS INC.,,,,,,PHMNN
PREWINMNL1,PREMIER WINE AND SPIRITS INC.,,,,,,PHMNN
PRICORMNL1,PRINCEACE CORP,,,,,,PHMNN
PRIELEMNL,PRISMA ELECTRICAL CONTROLS CORP.,,,,,,PHMNN
PRIPACMNL1,PRIME PACIFIC FOODS CORPORATION,,,,,,PHMNN
PRISALMNL,PRIME SALES INCORPORATED,,,,,,PHMNN
PRIVALILO,PRINCE VALIANT INTL CORP,,,,,,PHMNS
PROINTCEB,PROFOOD INT'L CORP.,,,,,,PHMNN
PROINTMNL,PROFOOD INTERNATIONAL CORP.,,,,,,PHDVO
RANCONMNL,RANNS CONSUMER GOODS TRADING,,,,,,PHSFS
RELPROMNL,RELIANCE PRODUCERS COOPERATIVE (RPC),,,,,,PHCEB
RESPINMNL,R. ESPINELI TRADING,,,,,,PHMNN
RITEGRMNL,RITEGROUP INCORPORATED,,,,,,PHMNN
RMDENTDVO,RM DENTAL LABORATORY & SUPPLY,,,,,,PHMNL
ROCPATMNL,"ROCKPORT PATTERSON MARKET SUPPLY, INC",,,,,,PHMNN
RODSAGDVO,RODS SAGITTARIUS DRY GOODS TRADING,,,,,,PHMNN
ROYDANAFE,ROYAL DANISH EMBASSY MANILA,,,,,,PHCEB
SANCOLMNL,SANDEN COLD CHAIN SYSTEM PHILIPPINES INC.,,,,,,PHMNS
SANMIGYMDL,SAN MIGUEL YAMAMURA PACKAGING CORPORATION,,,,,,PHMNN
SANSPIMNL,SANDPIPER SPICES AND CONDIMENTS CORP.,,,,,,PHDVO
SCUMARMNL,SCUDERIA MARKETING AND DISTRIBUTION CORPORATION,,,,,,PHMNS
SEALUXCVE,SEA LUXURY BRANDS INC.,,,,,,PHMNN
SHASPOMNL,SHALIMAR SPORTS INTERNATIONAL INC.,,,,,,PHMNN
SHERIDCEB,"SHERIDAN MARKETING , INC.",,,,,,PHMNN
SICMARMNL,"SICCION MARKETING, INC.",,,,,,PHMNS
SILHORMNL,SILVER HORIZON TRADING,,,,,,PHMNN
SMCASIMNL,SMC ASIA CAR DISTRIBUTORS CORP.,,,,,,PHMNN
SOMSELMNL,"SOMMELIER SELECTION, INC",,,,,,PHMNN
SONINTIMNL,SONLIE INTERNATIONAL INC,,,,,,PHMNL
STRBLIMNL,STREAMLINE BLINDS CORPORATION,,,,,,PHMNL
STRONGMNL,"STRONGHAND, INC.",,,,,,PHMNS
SUBGSAMNL,SUBIC GS AUTO INC.,,,,,,PHMNL
SUPSIEMNL,SUPER SIERRA MARKET SUPPLY OPC,,,,,,PHMNN
SVACOSCEB,SVAN COSMETICS CORPORATION,,,,,,PHMNN
SYWAIPMNL,"SY, WAI PANG NG",,,,,,PHMNN
TECEQUMNL,TECHNOLUX EQUIPMENT AND SUPPLY CORP.,,,,,,PHMNS
TECQUIMNL,TECH-QUIPPED CORPORATION,,,,,,PHMNL
THEVISCEB,"THERMA VISAYAS, INC.",,,,,,PHMNN
TIGRESMNL,"TIGER RESORT, LEISURE AND ENTERTAINMENT, INC.",,,,,,PHMNN
TILTRAMNL,THE TILEEXPO TRADING INC.,,,,,,PHMNN
TONINTMNL,TONGTAH INTERNATIONAL FREIGHT FORWARDING CORP.,,,,,,PHMNN
TOPMARMNL1,TOPCOMS MARKETING CORPORATION,,,,,,PHMNL
TRAINTHMNL,"TRAVELLERS INTERNATIONAL HOTEL GROUP, INC.",,,,,,PHMNL
TRAUNLMNL,TRANSAXION UNLIMITED CORP.,,,,,,PHMNN
TRAUPIMNL,TRADE UP INTERNATIONAL INCORPORATED,,,,,,PHMNN
TRI888MNL,TRIPLE 888 INDUSTRIAL TRADING CORP.,,,,,,PHMNN
TRIMAGMNL,TRI MAGNUM INC.,,,,,,PHMNN
TSUELEMNL,"TSUKIDEN ELECTRONICS PHILIPPINES, INC.",,,,,,PHMNN
TWITOWCEB,TWIN TOWER FARMS CEBU CORPORATION,,,,,,PHMNL
UNIAUCMNL,UNITED AUCTIONEERS INC.,,,,,,PHMNN
UNIINKMNL,"UNION INKS AND GRAPHICS PHILIPPINES, INC.",,,,,,PHCEB
UNITRAMNL,"UNIGLOBE TRAVELWARE CO., INC",,,,,,PHMNN
USEMBAJMNL,US EMBASSY MANILA,,,,,,PHMNN
USEMBAPMNL,US EMBASSY MANILA,,,,,,PHMNL
VEICARMNL,VEILIG CARGO MOVERS INC.,,,,,,PHDVO
VELDEVMNL,VELCO DEVELOPMENT CORPORATION,,,,,,PHMNN
VERENTMNL,VERTEX ENTERTAINMENT AND RESORT CORP.,,,,,,PHMNN
VJKINTDVO,VJK INTERNATIONAL IMPEX CORPORATION,,,,,,PHCGY
WALCROMNL,WALL CROWN DESIGN CENTER INC,,,,,,PHMNN
WELCOMMNL1,WELLSPRING COMMERCIAL OPC,,,,,,PHMNN
WELTRAMNL,WELSTAND TRADING INC,,,,,,PHDVO
WESINDMNL,"WESTPOINT INDUSTRIAL SALES COMPANY, INC.",,,,,,PHMNL
WILDEPMNL,WILCON DEPOT INC.,,,,,,PHMNN
WOLMARMNL,WOLABEND MARKETING CORP.,,,,,,PHMNN
WUKONGMNL,WU KONG SINGAPORE PTE LTD,,,,,,PHMNL
XELLEXMNL,XELLEX CORPORATION,,,,,,PHDVO
ZENUNIMNL,ZENITH UNITED ELECTRIC CORPORATION,,,,,,PHCEB
